,best
1061,1.9459101490553132
1062,1.9459101490553132
1063,1.9459101490553132
1064,1.9459101490553132
1065,2.1972245773362196
1066,1.9459101490553132
1067,1.791759469228055
1068,1.6094379124341003
1069,1.6094379124341003
1070,1.6094379124341003
1071,1.791759469228055
1072,1.791759469228055
1073,2.4849066497880004
1074,1.6094379124341003
1075,1.791759469228055
1076,1.6094379124341003
1077,2.0794415416798357
1078,2.3978952727983707
1079,1.9459101490553132
1080,1.6094379124341003
1081,1.791759469228055
1082,1.791759469228055
1083,2.0794415416798357
1084,2.3978952727983707
1085,1.791759469228055
1086,2.0794415416798357
1087,3.4339872044851463
1088,2.1972245773362196
1089,1.791759469228055
1090,0.0
1091,1.791759469228055
1092,2.5649493574615367
1093,1.6094379124341003
1094,2.8903717578961645
1095,2.4849066497880004
1096,2.6390573296152584
1097,1.6094379124341003
1098,2.772588722239781
1099,2.70805020110221
1100,1.791759469228055
1101,1.791759469228055
1102,1.6094379124341003
1103,2.0794415416798357
1104,1.791759469228055
1105,1.9459101490553132
1106,1.6094379124341003
1107,1.6094379124341003
1108,2.5649493574615367
1109,3.1354942159291497
1110,3.367295829986474
1111,2.0794415416798357
1112,3.258096538021482
1113,1.6094379124341003
1114,1.791759469228055
1115,2.4849066497880004
1116,2.302585092994046
1117,1.6094379124341003
1118,3.871201010907891
1119,2.9444389791664403
1120,2.0794415416798357
1121,1.6094379124341003
1122,1.6094379124341003
1123,1.6094379124341003
1124,2.8903717578961645
1125,1.6094379124341003
1126,2.4849066497880004
1127,2.3978952727983707
1128,3.1354942159291497
1129,2.6390573296152584
1130,2.0794415416798357
1131,2.3978952727983707
1132,2.302585092994046
1133,1.6094379124341003
1134,2.1972245773362196
1135,2.3978952727983707
1136,1.9459101490553132
1137,2.0794415416798357
1138,3.258096538021482
1139,2.3978952727983707
1140,1.6094379124341003
1141,2.1972245773362196
1142,2.70805020110221
1143,3.044522437723423
1144,3.332204510175204
1145,1.9459101490553132
1146,1.6094379124341003
1147,1.791759469228055
1148,2.1972245773362196
1149,2.1972245773362196
1150,1.6094379124341003
1151,2.302585092994046
1152,2.302585092994046
1153,2.6390573296152584
1154,1.6094379124341003
1155,1.0986122886681098
1156,2.0794415416798357
1157,2.1972245773362196
1158,1.791759469228055
1159,1.6094379124341003
1160,2.4849066497880004
1161,1.0986122886681098
1162,1.6094379124341003
1163,1.6094379124341003
1164,1.6094379124341003
1165,1.6094379124341003
1166,1.3862943611198906
1167,0.6931471805599453
1168,1.6094379124341003
1169,2.4849066497880004
1170,0.6931471805599453
1171,1.6094379124341003
1172,1.6094379124341003
1173,1.791759469228055
1174,1.791759469228055
1175,2.0794415416798357
1176,1.6094379124341003
1177,1.9459101490553132
1178,1.3862943611198906
1179,1.791759469228055
1180,1.3862943611198906
1181,1.6094379124341003
1182,1.3862943611198906
1183,1.6094379124341003
1184,2.1972245773362196
1185,3.091042453358316
1186,1.791759469228055
1187,2.4849066497880004
1188,1.6094379124341003
1189,2.3978952727983707
1190,1.6094379124341003
1191,1.6094379124341003
1192,1.9459101490553132
1193,0.6931471805599453
1194,2.0794415416798357
1195,1.791759469228055
1196,0.6931471805599453
1197,1.9459101490553132
1198,1.6094379124341003
1199,0.6931471805599453
1200,0.6931471805599453
1201,1.3862943611198906
1202,1.6094379124341003
1203,2.1972245773362196
1204,2.6390573296152584
1205,1.6094379124341003
1206,1.791759469228055
1207,2.4849066497880004
1208,1.9459101490553132
1209,1.9459101490553132
1210,1.6094379124341003
1211,1.791759469228055
1212,1.3862943611198906
1213,0.6931471805599453
1214,1.0986122886681098
1215,1.6094379124341003
1216,2.995732273553991
1217,2.0794415416798357
1218,2.3978952727983707
1219,2.4849066497880004
1220,2.4849066497880004
1221,1.791759469228055
1222,1.6094379124341003
1223,3.044522437723423
1224,1.6094379124341003
1225,1.791759469228055
1226,2.4849066497880004
1227,1.791759469228055
1228,2.1972245773362196
1229,3.044522437723423
1230,2.6390573296152584
1231,2.5649493574615367
1232,1.3862943611198906
1233,1.3862943611198906
1234,1.6094379124341003
1235,1.6094379124341003
1236,2.5649493574615367
1237,0.6931471805599453
1238,1.6094379124341003
1239,1.791759469228055
1240,1.6094379124341003
1241,1.0986122886681098
1242,1.0986122886681098
1243,1.791759469228055
1244,1.791759469228055
1245,1.6094379124341003
1246,2.0794415416798357
1247,2.302585092994046
1248,1.6094379124341003
1249,1.9459101490553132
1250,2.0794415416798357
1251,1.791759469228055
1252,2.0794415416798357
1253,2.1972245773362196
1254,1.6094379124341003
1255,0.6931471805599453
1256,2.4849066497880004
1257,0.0
1258,1.791759469228055
1259,1.9459101490553132
1260,2.5649493574615367
1261,2.3978952727983707
1262,1.791759469228055
1263,0.6931471805599453
1264,2.4849066497880004
1265,2.302585092994046
1266,1.6094379124341003
1267,1.9459101490553132
1268,2.302585092994046
1269,1.9459101490553132
1270,1.791759469228055
1271,1.791759469228055
1272,2.4849066497880004
1273,2.772588722239781
1274,1.6094379124341003
1275,0.0
1276,2.772588722239781
1277,2.0794415416798357
1278,1.9459101490553132
1279,1.791759469228055
1280,1.6094379124341003
1281,0.6931471805599453
1282,3.6888794541139363
1283,1.3862943611198906
1284,1.791759469228055
1285,2.0794415416798357
1286,1.6094379124341003
1287,2.1972245773362196
1288,1.6094379124341003
1289,1.3862943611198906
1290,1.3862943611198906
1291,0.6931471805599453
1292,1.0986122886681098
1293,1.3862943611198906
1294,1.791759469228055
1295,2.5649493574615367
1296,2.6390573296152584
1297,1.6094379124341003
1298,1.6094379124341003
1299,0.6931471805599453
1300,1.6094379124341003
1301,1.9459101490553132
1302,2.1972245773362196
